,Unnamed: 0,genre,artist,song,lyrics
16370,2104,Rhythm and Blues,Guitar Slim,The Things I Used To ,"I'm going to send you back to your mother, baby"
16371,2105,Rhythm and Blues,Guitar Slim,The Things I Used To ,"Lord, and I'm going back to my family, too"
16372,2106,Rhythm and Blues,Guitar Slim,The Things I Used To ,"I'm going to send you back to your mother, baby"
16373,2107,Rhythm and Blues,Guitar Slim,The Things I Used To ,"Lord, and I'm going back to my family, too"
16374,2109,Rhythm and Blues,Guitar Slim,The Things I Used To ,"'Cause nothing I do that please you, Baby"
16375,2110,Rhythm and Blues,Guitar Slim,The Things I Used To ,"Lord, I just can't get along with you"
16376,2112,Rhythm and Blues,The Drifters,Save The Last Dance For ,You can dance
16377,2113,Rhythm and Blues,The Drifters,Save The Last Dance For ,Every dance with the guy
16378,2114,Rhythm and Blues,The Drifters,Save The Last Dance For ,Who gave you the eye
16379,2115,Rhythm and Blues,The Drifters,Save The Last Dance For ,Let him hold you tight
16380,2117,Rhythm and Blues,The Drifters,Save The Last Dance For ,You can smile
16381,2118,Rhythm and Blues,The Drifters,Save The Last Dance For ,Every smile for the man
16382,2119,Rhythm and Blues,The Drifters,Save The Last Dance For ,Who held your hand
16383,2120,Rhythm and Blues,The Drifters,Save The Last Dance For ,'Neath the pale moonlight
16384,2122,Rhythm and Blues,The Drifters,Save The Last Dance For ,But don't forget who's taking you home
16385,2123,Rhythm and Blues,The Drifters,Save The Last Dance For ,And in whose arms you're gonna be
16386,2124,Rhythm and Blues,The Drifters,Save The Last Dance For ,So Darlin'
16387,2125,Rhythm and Blues,The Drifters,Save The Last Dance For ,Save the last dance for me
16388,2127,Rhythm and Blues,The Drifters,Save The Last Dance For ,Mmmmmh'
16389,2129,Rhythm and Blues,The Drifters,Save The Last Dance For ,Oh I know (Oh I know)
16390,2130,Rhythm and Blues,The Drifters,Save The Last Dance For ,That the music's fine (Yes I know)
16391,2131,Rhythm and Blues,The Drifters,Save The Last Dance For ,Like sparkling wine (Oh I know)
16392,2132,Rhythm and Blues,The Drifters,Save The Last Dance For ,Go and have your fun (Yes I know)
16393,2133,Rhythm and Blues,The Drifters,Save The Last Dance For ,(Oh I know) Laugh and sing
16394,2134,Rhythm and Blues,The Drifters,Save The Last Dance For ,(Yes I know) But while we're apart
16395,2135,Rhythm and Blues,The Drifters,Save The Last Dance For ,(Oh I know) Don't give your heart
16396,2136,Rhythm and Blues,The Drifters,Save The Last Dance For ,(Yes I know) To anyone (Oh I know)
16397,2138,Rhythm and Blues,The Drifters,Save The Last Dance For ,But don't forget who's taking you home
16398,2139,Rhythm and Blues,The Drifters,Save The Last Dance For ,And in whose arms you're gonna be
16399,2140,Rhythm and Blues,The Drifters,Save The Last Dance For ,So Darlin'
16400,2141,Rhythm and Blues,The Drifters,Save The Last Dance For ,Save the last dance for me
16401,2143,Rhythm and Blues,The Drifters,Save The Last Dance For ,Mmmmh'
16402,2145,Rhythm and Blues,The Drifters,Save The Last Dance For ,Baby don't you know I love you so?
16403,2146,Rhythm and Blues,The Drifters,Save The Last Dance For ,Can't you feel it when we touch?
16404,2147,Rhythm and Blues,The Drifters,Save The Last Dance For ,I will never never let you go
16405,2148,Rhythm and Blues,The Drifters,Save The Last Dance For ,I love oh so much
16406,2150,Rhythm and Blues,The Drifters,Save The Last Dance For ,You can dance (You can dance)
16407,2151,Rhythm and Blues,The Drifters,Save The Last Dance For ,Go and carry on
16408,2152,Rhythm and Blues,The Drifters,Save The Last Dance For ,'Till the night is gone
16409,2153,Rhythm and Blues,The Drifters,Save The Last Dance For ,And it's time to go
16410,2155,Rhythm and Blues,The Drifters,Save The Last Dance For ,If he asks
16411,2156,Rhythm and Blues,The Drifters,Save The Last Dance For ,If you're all alone
16412,2157,Rhythm and Blues,The Drifters,Save The Last Dance For ,Can he take you home
16413,2158,Rhythm and Blues,The Drifters,Save The Last Dance For ,You must tell him no
16414,2160,Rhythm and Blues,The Drifters,Save The Last Dance For ,'Cause don't forget who's taking you home
16415,2161,Rhythm and Blues,The Drifters,Save The Last Dance For ,And in whose arms you're gonna be
16416,2162,Rhythm and Blues,The Drifters,Save The Last Dance For ,So Darlin'
16417,2163,Rhythm and Blues,The Drifters,Save The Last Dance For ,Save the last dance for me
16418,2164,Rhythm and Blues,The Drifters,Save The Last Dance For ,'Cause don't forget who's taking you home
16419,2165,Rhythm and Blues,The Drifters,Save The Last Dance For ,And in whose arms you're gonna be
16420,2166,Rhythm and Blues,The Drifters,Save The Last Dance For ,So Darlin'
16421,2167,Rhythm and Blues,The Drifters,Save The Last Dance For ,Save the last dance for me
16422,2168,Rhythm and Blues,The Drifters,Save The Last Dance For ,Mmmh'
16423,2169,Rhythm and Blues,The Drifters,Save The Last Dance For ,Save the last dance for me
16424,2170,Rhythm and Blues,The Drifters,Save The Last Dance For ,Mmmm'
16425,2171,Rhythm and Blues,The Drifters,Save The Last Dance For ,Save the last dance for me
16426,2173,Rhythm and Blues,Martha And The Vandellas,Dancing In The Stree,Martha And The Vandellas
16427,2174,Rhythm and Blues,Martha And The Vandellas,Dancing In The Stree,Miscellaneous
16428,2175,Rhythm and Blues,Martha And The Vandellas,Dancing In The Stree,Dancing In The Streets
16429,2176,Rhythm and Blues,Martha And The Vandellas,Dancing In The Stree,Calling out around the world
16430,2177,Rhythm and Blues,Martha And The Vandellas,Dancing In The Stree,Are you ready for a brand new beat
16431,2178,Rhythm and Blues,Martha And The Vandellas,Dancing In The Stree,Summer's here and the time is right 
16432,2179,Rhythm and Blues,Martha And The Vandellas,Dancing In The Stree,For dancing in the street
16433,2180,Rhythm and Blues,Martha And The Vandellas,Dancing In The Stree,They're dancing in Chicago
16434,2181,Rhythm and Blues,Martha And The Vandellas,Dancing In The Stree,Down in New Orleans
16435,2182,Rhythm and Blues,Martha And The Vandellas,Dancing In The Stree,Up in New York City 
16436,2183,Rhythm and Blues,Martha And The Vandellas,Dancing In The Stree,"All we need is music, sweet music"
16437,2184,Rhythm and Blues,Martha And The Vandellas,Dancing In The Stree,There'll be music everywhere
16438,2185,Rhythm and Blues,Martha And The Vandellas,Dancing In The Stree,There'll be swinging swaying records playing
16439,2186,Rhythm and Blues,Martha And The Vandellas,Dancing In The Stree,Dancing in the street
16440,2188,Rhythm and Blues,Martha And The Vandellas,Dancing In The Stree,Oh it doesn't matter what you wear
16441,2189,Rhythm and Blues,Martha And The Vandellas,Dancing In The Stree,Just as long as you are there
16442,2190,Rhythm and Blues,Martha And The Vandellas,Dancing In The Stree,So come on ev'ry guy grab a girl 
16443,2191,Rhythm and Blues,Martha And The Vandellas,Dancing In The Stree,Ev'rywhere around the world
16444,2192,Rhythm and Blues,Martha And The Vandellas,Dancing In The Stree,They'll be dancing 
16445,2193,Rhythm and Blues,Martha And The Vandellas,Dancing In The Stree,They're dancing in the street
16446,2195,Rhythm and Blues,Martha And The Vandellas,Dancing In The Stree,It's just an invitation across the nation 
16447,2196,Rhythm and Blues,Martha And The Vandellas,Dancing In The Stree,A chance for folks to meet
16448,2197,Rhythm and Blues,Martha And The Vandellas,Dancing In The Stree,"There'll be laughing, singing, music swinging"
16449,2198,Rhythm and Blues,Martha And The Vandellas,Dancing In The Stree,Dancing in the street
16450,2199,Rhythm and Blues,Martha And The Vandellas,Dancing In The Stree,"Philadelphia, PA"
16451,2200,Rhythm and Blues,Martha And The Vandellas,Dancing In The Stree,Baltimore and D.C. now
16452,2201,Rhythm and Blues,Martha And The Vandellas,Dancing In The Stree,Can't forget the Motor City 
16453,2202,Rhythm and Blues,Martha And The Vandellas,Dancing In The Stree,"All we need is music, sweet music"
16454,2203,Rhythm and Blues,Martha And The Vandellas,Dancing In The Stree,There'll be music everywhere
16455,2204,Rhythm and Blues,Martha And The Vandellas,Dancing In The Stree,"There'll be swinging, swaying, records playing"
16456,2205,Rhythm and Blues,Martha And The Vandellas,Dancing In The Stree,Dancing in the street
16457,2207,Rhythm and Blues,Martha And The Vandellas,Dancing In The Stree,Oh it doesn't matter what you wear
16458,2208,Rhythm and Blues,Martha And The Vandellas,Dancing In The Stree,Just as long as you are there
16459,2209,Rhythm and Blues,Martha And The Vandellas,Dancing In The Stree,So come on ev'ry guy grab a girl 
16460,2210,Rhythm and Blues,Martha And The Vandellas,Dancing In The Stree,Ev'rywhere around the world
16461,2212,Rhythm and Blues,Martha And The Vandellas,Dancing In The Stree,Dancing
16462,2213,Rhythm and Blues,Martha And The Vandellas,Dancing In The Stree,They're dancing in the street
16463,2214,Rhythm and Blues,Martha And The Vandellas,Dancing In The Stree,Way down in L.A.
16464,2215,Rhythm and Blues,Martha And The Vandellas,Dancing In The Stree,Every day 
16465,2216,Rhythm and Blues,Martha And The Vandellas,Dancing In The Stree,Dancing in the street
16466,2218,Rhythm and Blues,Smokey Robinson &amp; The Miracles,The Tears of a Clo,We do not have the lyrics for The Tears of a Clown yet.
16467,2219,Rhythm and Blues,Fats Domino,Ain't That a Sha,"You made me cry, when you said goodbye"
16468,2220,Rhythm and Blues,Fats Domino,Ain't That a Sha,Ain't that a shame
16469,2221,Rhythm and Blues,Fats Domino,Ain't That a Sha,My tears fell like rain
16470,2222,Rhythm and Blues,Fats Domino,Ain't That a Sha,Ain't that a shame
16471,2223,Rhythm and Blues,Fats Domino,Ain't That a Sha,You're the one to blame
16472,2225,Rhythm and Blues,Fats Domino,Ain't That a Sha,"You broke my heart, when you said we're apart"
16473,2226,Rhythm and Blues,Fats Domino,Ain't That a Sha,Ain't that a shame
16474,2227,Rhythm and Blues,Fats Domino,Ain't That a Sha,My tears fell like rain
16475,2228,Rhythm and Blues,Fats Domino,Ain't That a Sha,Ain't that a shame
16476,2229,Rhythm and Blues,Fats Domino,Ain't That a Sha,You're the one to blame
16477,2231,Rhythm and Blues,Fats Domino,Ain't That a Sha,"Oh well, goodbye although I cry"
16478,2232,Rhythm and Blues,Fats Domino,Ain't That a Sha,Ain't that a shame
16479,2233,Rhythm and Blues,Fats Domino,Ain't That a Sha,My tears fell like rain
16480,2234,Rhythm and Blues,Fats Domino,Ain't That a Sha,Ain't that a shame
16481,2235,Rhythm and Blues,Fats Domino,Ain't That a Sha,You're the one to blame
16482,2237,Rhythm and Blues,Fats Domino,Ain't That a Sha,You made me cry when you said goodbye
16483,2238,Rhythm and Blues,Fats Domino,Ain't That a Sha,Ain't that a shame
16484,2239,Rhythm and Blues,Fats Domino,Ain't That a Sha,My tears fell like rain
16485,2240,Rhythm and Blues,Fats Domino,Ain't That a Sha,Ain't that a shame
16486,2241,Rhythm and Blues,Fats Domino,Ain't That a Sha,You're the one to blame
16487,2243,Rhythm and Blues,Fats Domino,Ain't That a Sha,"Oh well, goodbye although I cry"
16488,2244,Rhythm and Blues,Fats Domino,Ain't That a Sha,Ain't that a shame
16489,2245,Rhythm and Blues,Fats Domino,Ain't That a Sha,My tears fell like rain
16490,2246,Rhythm and Blues,Fats Domino,Ain't That a Sha,Ain't that a shame
16491,2247,Rhythm and Blues,Fats Domino,Ain't That a Sha,You're the one to blame
16492,2249,Rhythm and Blues,B.T. Express,Do It ('Til You're Satisfie,Oooooo
16493,2250,Rhythm and Blues,B.T. Express,Do It ('Til You're Satisfie,Go on and do it
16494,2251,Rhythm and Blues,B.T. Express,Do It ('Til You're Satisfie,"Do it, do it 'til you're satisfied"
16495,2252,Rhythm and Blues,B.T. Express,Do It ('Til You're Satisfie,(Whatever it is)
16496,2254,Rhythm and Blues,B.T. Express,Do It ('Til You're Satisfie,"Do it, do it 'til you're satisfied"
16497,2255,Rhythm and Blues,B.T. Express,Do It ('Til You're Satisfie,Go on and do it
16498,2256,Rhythm and Blues,B.T. Express,Do It ('Til You're Satisfie,"Do it, do it 'til you're satisfied"
16499,2257,Rhythm and Blues,B.T. Express,Do It ('Til You're Satisfie,(Whatever it is)
16500,2258,Rhythm and Blues,B.T. Express,Do It ('Til You're Satisfie,"Do it, do it 'til you're satisfied"
16501,2260,Rhythm and Blues,B.T. Express,Do It ('Til You're Satisfie,People know just what they'd like to do
16502,2261,Rhythm and Blues,B.T. Express,Do It ('Til You're Satisfie,Whatever it is you got it as long it pleases you
16503,2262,Rhythm and Blues,B.T. Express,Do It ('Til You're Satisfie,Make it last as long as you can
16504,2263,Rhythm and Blues,B.T. Express,Do It ('Til You're Satisfie,When your through it's up to you to try it again
16505,2265,Rhythm and Blues,B.T. Express,Do It ('Til You're Satisfie,Go on and do it
16506,2266,Rhythm and Blues,B.T. Express,Do It ('Til You're Satisfie,"Do it, do it 'til you're satisfied"
16507,2267,Rhythm and Blues,B.T. Express,Do It ('Til You're Satisfie,(Whatever it is)
16508,2268,Rhythm and Blues,B.T. Express,Do It ('Til You're Satisfie,"Do it, do it 'til you're satisfied"
16509,2269,Rhythm and Blues,B.T. Express,Do It ('Til You're Satisfie,Go on and do it
16510,2270,Rhythm and Blues,B.T. Express,Do It ('Til You're Satisfie,"Do it, do it 'til you're satisfied"
16511,2271,Rhythm and Blues,B.T. Express,Do It ('Til You're Satisfie,(Whatever it is)
16512,2272,Rhythm and Blues,B.T. Express,Do It ('Til You're Satisfie,"Do it, do it 'til you're satisfied"
16513,2274,Rhythm and Blues,B.T. Express,Do It ('Til You're Satisfie,Everybody knows what they'd like to do
16514,2275,Rhythm and Blues,B.T. Express,Do It ('Til You're Satisfie,"Whatever it is, do it, as long as it pleases you"
16515,2276,Rhythm and Blues,B.T. Express,Do It ('Til You're Satisfie,Just take some time and relax your mind
16516,2277,Rhythm and Blues,B.T. Express,Do It ('Til You're Satisfie,"Then do it, do it, do it 'till you're satisfied"
16517,2279,Rhythm and Blues,B.T. Express,Do It ('Til You're Satisfie,"Go on and do it, now"
16518,2280,Rhythm and Blues,B.T. Express,Do It ('Til You're Satisfie,"Do it, do it 'til you're satisfied"
16519,2281,Rhythm and Blues,B.T. Express,Do It ('Til You're Satisfie,(Whatever it is)
16520,2282,Rhythm and Blues,B.T. Express,Do It ('Til You're Satisfie,"Do it, do it 'til you're satisfied"
16521,2283,Rhythm and Blues,B.T. Express,Do It ('Til You're Satisfie,Go on and do it
16522,2284,Rhythm and Blues,B.T. Express,Do It ('Til You're Satisfie,"Do it, do it 'til you're satisfied"
16523,2285,Rhythm and Blues,B.T. Express,Do It ('Til You're Satisfie,(Whatever it is)
16524,2286,Rhythm and Blues,B.T. Express,Do It ('Til You're Satisfie,"Do it now, do it 'til you're satisfied"
16525,2288,Rhythm and Blues,B.T. Express,Do It ('Til You're Satisfie,"Then you hawler oh, oh-ho, oh-ho, oh"
16526,2289,Rhythm and Blues,B.T. Express,Do It ('Til You're Satisfie,"I'm satisfied, I'm satisfied"
16527,2290,Rhythm and Blues,B.T. Express,Do It ('Til You're Satisfie,"Then you hawler oh, wooo-hooooo, hoooo-ooooo"
16528,2292,Rhythm and Blues,B.T. Express,Do It ('Til You're Satisfie,Woooooo
16529,2293,Rhythm and Blues,B.T. Express,Do It ('Til You're Satisfie,Go on and do it
16530,2294,Rhythm and Blues,B.T. Express,Do It ('Til You're Satisfie,"Do it, (do it slow) do it slow 'til you're satisfied"
16531,2295,Rhythm and Blues,B.T. Express,Do It ('Til You're Satisfie,(Whatever it is)
16532,2296,Rhythm and Blues,B.T. Express,Do It ('Til You're Satisfie,Got to do it (Just do it some more)
16533,2297,Rhythm and Blues,B.T. Express,Do It ('Til You're Satisfie,Go on and do it
16534,2298,Rhythm and Blues,B.T. Express,Do It ('Til You're Satisfie,"Do it, do it 'til you're satisfied"
16535,2299,Rhythm and Blues,B.T. Express,Do It ('Til You're Satisfie,(Whatever it is)
16536,2300,Rhythm and Blues,B.T. Express,Do It ('Til You're Satisfie,"Do it, do it 'til you're satisfied"
16537,2302,Rhythm and Blues,B.T. Express,Do It ('Til You're Satisfie,"Do it, do it 'til you're satisfied"
16538,2303,Rhythm and Blues,B.T. Express,Do It ('Til You're Satisfie,(Whatever it is)
16539,2304,Rhythm and Blues,B.T. Express,Do It ('Til You're Satisfie,Got to do it
16540,2305,Rhythm and Blues,B.T. Express,Do It ('Til You're Satisfie,"Do it, do it 'til you're satisfied"
16541,2306,Rhythm and Blues,B.T. Express,Do It ('Til You're Satisfie,"Go on and do it, girl"
16542,2307,Rhythm and Blues,B.T. Express,Do It ('Til You're Satisfie,(Do it slow)
16543,2308,Rhythm and Blues,B.T. Express,Do It ('Til You're Satisfie,Got to do it
16544,2309,Rhythm and Blues,B.T. Express,Do It ('Til You're Satisfie,(Whatever it is)
16545,2310,Rhythm and Blues,B.T. Express,Do It ('Til You're Satisfie,Got to do it good
16546,2311,Rhythm and Blues,B.T. Express,Do It ('Til You're Satisfie,(Just do it some more)
16547,2312,Rhythm and Blues,B.T. Express,Do It ('Til You're Satisfie,Do it until you're satisfied
16548,2313,Rhythm and Blues,B.T. Express,Do It ('Til You're Satisfie,I'm satisfied
16549,2314,Rhythm and Blues,B.T. Express,Do It ('Til You're Satisfie,I'm satisfied
16550,2315,Rhythm and Blues,B.T. Express,Do It ('Til You're Satisfie,I'm satisfied
16551,2316,Rhythm and Blues,B.T. Express,Do It ('Til You're Satisfie,I'm satisfied
16552,2317,Rhythm and Blues,B.T. Express,Do It ('Til You're Satisfie,I'm satisfied
16553,2318,Rhythm and Blues,B.T. Express,Do It ('Til You're Satisfie,I'm satisfied
16554,2319,Rhythm and Blues,B.T. Express,Do It ('Til You're Satisfie,I'm satisfied
16555,2320,Rhythm and Blues,B.T. Express,Do It ('Til You're Satisfie,"Go on and do it, ya"
16556,2322,Rhythm and Blues,Charles Wright &amp; The Watts 103rd Street Rhythm Band,Express Yourse,Express yourself
16557,2323,Rhythm and Blues,Charles Wright &amp; The Watts 103rd Street Rhythm Band,Express Yourse,Express yourself
16558,2325,Rhythm and Blues,Charles Wright &amp; The Watts 103rd Street Rhythm Band,Express Yourse,You don’t ever need help from nobody else
16559,2326,Rhythm and Blues,Charles Wright &amp; The Watts 103rd Street Rhythm Band,Express Yourse,All you got to do now
16560,2327,Rhythm and Blues,Charles Wright &amp; The Watts 103rd Street Rhythm Band,Express Yourse,Express yourself
16561,2329,Rhythm and Blues,Charles Wright &amp; The Watts 103rd Street Rhythm Band,Express Yourse,Whatever you do
16562,2330,Rhythm and Blues,Charles Wright &amp; The Watts 103rd Street Rhythm Band,Express Yourse,Do it good
16563,2331,Rhythm and Blues,Charles Wright &amp; The Watts 103rd Street Rhythm Band,Express Yourse,"Whatever you do, do, do, Lord, Lord"
16564,2332,Rhythm and Blues,Charles Wright &amp; The Watts 103rd Street Rhythm Band,Express Yourse,"Do it good, all right"
16565,2334,Rhythm and Blues,Charles Wright &amp; The Watts 103rd Street Rhythm Band,Express Yourse,It’s not what you look like
16566,2335,Rhythm and Blues,Charles Wright &amp; The Watts 103rd Street Rhythm Band,Express Yourse,"When you’re doin', what you’re doin'"
16567,2336,Rhythm and Blues,Charles Wright &amp; The Watts 103rd Street Rhythm Band,Express Yourse,"It’s what you’re doin', when you’re doin'"
16568,2337,Rhythm and Blues,Charles Wright &amp; The Watts 103rd Street Rhythm Band,Express Yourse,What you look like you’re doin'
16569,2339,Rhythm and Blues,Charles Wright &amp; The Watts 103rd Street Rhythm Band,Express Yourse,Express yourself
16570,2340,Rhythm and Blues,Charles Wright &amp; The Watts 103rd Street Rhythm Band,Express Yourse,Express yourself
16571,2342,Rhythm and Blues,Charles Wright &amp; The Watts 103rd Street Rhythm Band,Express Yourse,They’re doin' it on the moon
16572,2343,Rhythm and Blues,Charles Wright &amp; The Watts 103rd Street Rhythm Band,Express Yourse,"In the jungle too, everybody on the floor now"
16573,2344,Rhythm and Blues,Charles Wright &amp; The Watts 103rd Street Rhythm Band,Express Yourse,Jumpin' like a kangaroo
16574,2345,Rhythm and Blues,Charles Wright &amp; The Watts 103rd Street Rhythm Band,Express Yourse,So let the horns do the thing they do
16575,2347,Rhythm and Blues,Charles Wright &amp; The Watts 103rd Street Rhythm Band,Express Yourse,Some people have everything
16576,2348,Rhythm and Blues,Charles Wright &amp; The Watts 103rd Street Rhythm Band,Express Yourse,And other people don’t
16577,2349,Rhythm and Blues,Charles Wright &amp; The Watts 103rd Street Rhythm Band,Express Yourse,But everything don’t mean a thing
16578,2350,Rhythm and Blues,Charles Wright &amp; The Watts 103rd Street Rhythm Band,Express Yourse,If it ain't the thing you want
16579,2352,Rhythm and Blues,Charles Wright &amp; The Watts 103rd Street Rhythm Band,Express Yourse,Express yourself
16580,2353,Rhythm and Blues,Charles Wright &amp; The Watts 103rd Street Rhythm Band,Express Yourse,Express yourself
16581,2355,Rhythm and Blues,Charles Wright &amp; The Watts 103rd Street Rhythm Band,Express Yourse,"Oh, do it, oh, do it"
16582,2356,Rhythm and Blues,Charles Wright &amp; The Watts 103rd Street Rhythm Band,Express Yourse,"Do it to it, go on and do it"
16583,2357,Rhythm and Blues,Charles Wright &amp; The Watts 103rd Street Rhythm Band,Express Yourse,"Yo, do it, give"
16584,2359,Rhythm and Blues,Charles Wright &amp; The Watts 103rd Street Rhythm Band,Express Yourse,Express yourself
16585,2360,Rhythm and Blues,Charles Wright &amp; The Watts 103rd Street Rhythm Band,Express Yourse,Express yourself
16586,2362,Rhythm and Blues,Charles Wright &amp; The Watts 103rd Street Rhythm Band,Express Yourse,"Do it, oh Lord"
16587,2363,Rhythm and Blues,Charles Wright &amp; The Watts 103rd Street Rhythm Band,Express Yourse,"Do it, yeah"
16588,2365,Rhythm and Blues,Charles Wright &amp; The Watts 103rd Street Rhythm Band,Express Yourse,Express yourself
16589,2366,Rhythm and Blues,Charles Wright &amp; The Watts 103rd Street Rhythm Band,Express Yourse,Express yourself
16590,2367,Rhythm and Blues,Charles Wright &amp; The Watts 103rd Street Rhythm Band,Express Yourse,Express yourself
16591,2368,Rhythm and Blues,Charles Wright &amp; The Watts 103rd Street Rhythm Band,Express Yourse,...
16592,2370,Rhythm and Blues,Eddie Kendricks,"Keep On Truckin', Pt.","Keep on truckin', baby"
16593,2371,Rhythm and Blues,Eddie Kendricks,"Keep On Truckin', Pt.",I got to keep on truckin'
16594,2372,Rhythm and Blues,Eddie Kendricks,"Keep On Truckin', Pt.",Got to get to your good lovin'
16595,2374,Rhythm and Blues,Eddie Kendricks,"Keep On Truckin', Pt.",Shame
16596,2375,Rhythm and Blues,Eddie Kendricks,"Keep On Truckin', Pt.","A double shame on me, yeah"
16597,2376,Rhythm and Blues,Eddie Kendricks,"Keep On Truckin', Pt.",Love
16598,2377,Rhythm and Blues,Eddie Kendricks,"Keep On Truckin', Pt.","Love, I let it control me, yeah"
16599,2379,Rhythm and Blues,Eddie Kendricks,"Keep On Truckin', Pt.",I've got a fever rising with desire
16600,2380,Rhythm and Blues,Eddie Kendricks,"Keep On Truckin', Pt.",It's my love jones and I feel like I'm on fire
16601,2382,Rhythm and Blues,Eddie Kendricks,"Keep On Truckin', Pt.","And I'll keep on truckin', baby"
16602,2383,Rhythm and Blues,Eddie Kendricks,"Keep On Truckin', Pt.",I got to keep on truckin'
16603,2384,Rhythm and Blues,Eddie Kendricks,"Keep On Truckin', Pt.",I got to get to your good lovin'
16604,2386,Rhythm and Blues,Eddie Kendricks,"Keep On Truckin', Pt.",Feelin' good
16605,2387,Rhythm and Blues,Eddie Kendricks,"Keep On Truckin', Pt.","No, you can't stop the feelin'"
16606,2388,Rhythm and Blues,Eddie Kendricks,"Keep On Truckin', Pt.","No, na, na"
16607,2389,Rhythm and Blues,Eddie Kendricks,"Keep On Truckin', Pt.","Keep on keep on truckin', babe"
16608,2391,Rhythm and Blues,Eddie Kendricks,"Keep On Truckin', Pt.",I'm the red ball express of lovin'
16609,2392,Rhythm and Blues,Eddie Kendricks,"Keep On Truckin', Pt.","Diesel-powered straight to you, I'm truckin'"
16610,2393,Rhythm and Blues,Eddie Kendricks,"Keep On Truckin', Pt.","In old Temptation's rain, I'm duckin'"
16611,2394,Rhythm and Blues,Eddie Kendricks,"Keep On Truckin', Pt.","For your love through sleet and snow, I'm truckin'"
16612,2396,Rhythm and Blues,Eddie Kendricks,"Keep On Truckin', Pt.","Ain't nothin' holdin' me back, nothin'"
16613,2397,Rhythm and Blues,Eddie Kendricks,"Keep On Truckin', Pt.","I'll keep right on, right on truckin'"
16614,2398,Rhythm and Blues,Eddie Kendricks,"Keep On Truckin', Pt.","Ain't nothin' holdin' me back, nothin'"
16615,2399,Rhythm and Blues,Eddie Kendricks,"Keep On Truckin', Pt.","I'll keep right on, right on truckin'"
16616,2400,Rhythm and Blues,Eddie Kendricks,"Keep On Truckin', Pt.",Ooh truckin'
16617,2402,Rhythm and Blues,Ohio Players,Love Rollercoast,RollerCoaster of Love
16618,2403,Rhythm and Blues,Ohio Players,Love Rollercoast,"""Say What"""
16619,2404,Rhythm and Blues,Ohio Players,Love Rollercoast,RollerCoaster
16620,2405,Rhythm and Blues,Ohio Players,Love Rollercoast,"""Hah huh"""
16621,2406,Rhythm and Blues,Ohio Players,Love Rollercoast,Ooh ooh ooh
16622,2407,Rhythm and Blues,Ohio Players,Love Rollercoast,"RollerCoaster ""Right"" of Love"
16623,2408,Rhythm and Blues,Ohio Players,Love Rollercoast,RollerCoaster
16624,2409,Rhythm and Blues,Ohio Players,Love Rollercoast,"""He He He"""
16625,2410,Rhythm and Blues,Ohio Players,Love Rollercoast,Ooh Ohh Ohh
16626,2411,Rhythm and Blues,Ohio Players,Love Rollercoast,RollerCoaster of Love
16627,2412,Rhythm and Blues,Ohio Players,Love Rollercoast,"""Love RollerCoaster"""
16628,2413,Rhythm and Blues,Ohio Players,Love Rollercoast,RollarCoaster
16629,2414,Rhythm and Blues,Ohio Players,Love Rollercoast,"""Bow wow wow"""
16630,2415,Rhythm and Blues,Ohio Players,Love Rollercoast,Ooh Ohh ohh
16631,2416,Rhythm and Blues,Ohio Players,Love Rollercoast,"""ight"""
16632,2417,Rhythm and Blues,Ohio Players,Love Rollercoast,Roller Coaster Of love
16633,2418,Rhythm and Blues,Ohio Players,Love Rollercoast,"""Love RollerCoaster Child"""
16634,2419,Rhythm and Blues,Ohio Players,Love Rollercoast,RollerCoaster
16635,2420,Rhythm and Blues,Ohio Players,Love Rollercoast,"""loving you is really wild"""
16636,2421,Rhythm and Blues,Ohio Players,Love Rollercoast,Ooh Ohh Ohh
16637,2423,Rhythm and Blues,Ohio Players,Love Rollercoast,Chorus
16638,2424,Rhythm and Blues,Ohio Players,Love Rollercoast,Your love is like a rollercoaster baby
16639,2425,Rhythm and Blues,Ohio Players,Love Rollercoast,i wish to ride (2X)
16640,2427,Rhythm and Blues,Ohio Players,Love Rollercoast,Rightttttt
16641,2429,Rhythm and Blues,Ohio Players,Love Rollercoast,"""huh huh"""
16642,2430,Rhythm and Blues,Ohio Players,Love Rollercoast,"""alright girl"""
16643,2431,Rhythm and Blues,Ohio Players,Love Rollercoast,"""girl"""
16644,2432,Rhythm and Blues,Ohio Players,Love Rollercoast,Wahooo
16645,2433,Rhythm and Blues,Ohio Players,Love Rollercoast,"""Huh Huh"""
16646,2434,Rhythm and Blues,Ohio Players,Love Rollercoast,Owwwww
16647,2436,Rhythm and Blues,Ohio Players,Love Rollercoast,RollerCoaster Of Love
16648,2437,Rhythm and Blues,Ohio Players,Love Rollercoast,"""Love RollerCoaster Girl"""
16649,2438,Rhythm and Blues,Ohio Players,Love Rollercoast,RollerCoaster
16650,2439,Rhythm and Blues,Ohio Players,Love Rollercoast,"""Loving you in the free world Child"""
16651,2440,Rhythm and Blues,Ohio Players,Love Rollercoast,ooh ooh ooh
16652,2441,Rhythm and Blues,Ohio Players,Love Rollercoast,"""Let Me Ride"""
16653,2442,Rhythm and Blues,Ohio Players,Love Rollercoast,Rollercoaster of Love
16654,2443,Rhythm and Blues,Ohio Players,Love Rollercoast,Rollercoaster
16655,2444,Rhythm and Blues,Ohio Players,Love Rollercoast,ooh ooh ohh Repeat (2x)
